PRODUCT_NAME,CATEGORY_NAME,DESCRIPTION,PRICE,DISCOUNT,IN_STORE_LOCATION
adidas Sportswear Future Icons 3-Stripes Shorts,Clothing,"Where your physical body is may change, but where your head is at is consistent. Lounging. Recovering. Prepping. Being. Moving. These adidas shorts show off your commitment to the game. Contrast 3-Stripes wrap slightly from the hip, flashing just a slight pop of the iconic sign-off from the front. Super soft, the cotton blend material makes sure you feel good whatever you're doing.",32,8.0,"Aisle 7, Shelf 7"
adidas Sportswear Future Icons Logo Graphic Hoodie,Clothing,"Workout? Check. Endorphins flowing? Strong. Don't mess with the vibe you've just created. Keep it going with this adidas hoodie. Soft French terry fabric serves up that well-deserved comfort and helps you settle in and really enjoy that post-workout bliss. Recycled materials go ahead and up the game. Because with this sweatshirt, it goes beyond feeling good. It does good, too.",48,12.0,"Aisle 7, Shelf 8"
Hamburg Shoes,Shoes,"Back in '82, the adidas Hamburg set the standard for training shoes. Today, the timeless look does the same for everyday comfort. The versatile design of this juniors' version stays true to the original with a low-profile, serrated 3-Stripes and a premium leather upper. Contrast colors make sure they stand out.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",56,14.0,"Aisle 5, Shelf 11"
Ultraboost Slip-On DNA Shoes,Shoes,"Swift, light and even more effortless than before. These adidas Ultraboost running shoes have a slip-on design that gets you out the door fast and a soft upper that adapts to your foot for a barely-there feel. The Boost midsole returns energy endlessly as you rack up the miles and a flexible sole keeps your stride smooth over blacktop, dirt and slick surfaces. Whatever the distance, whatever the destination, enjoy the ride.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",108,72.0,"Aisle 5, Shelf 12"
Bryony Shoes,Shoes,"Sleek, simple and full of slam dunk energy. Step out in these adidas shoes and stride smoothly in fresh style that got its start on the B-ball court. Whether you've got an impossible to-do list or a carefree weekend ahead of you, the women's specific fit ensures comfort at every step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",64,16.0,"Aisle 5, Shelf 13"
Cloudfoam Pure 2.0  Shoes,Shoes,"Step into these shoes for crisp, clean style and comfort. Thanks to their heritage adidas vibes, these running-inspired trainers make it easy to look calm, cool and collected. Whether you're hanging out with friends or trying not to get frazzled as you tick off your weekend to-do list, stay comfortable through it all. 

This product is made with Primegreen, a series of high-performance recycled materials.",63,7.0,"Aisle 5, Shelf 14"
Postmove Shoes,Shoes,"Take inspiration from the original adidas Forum. Lace up these basketball shoes for a throwback look you can rock all over town. Enjoy pillowy-soft midsole cushioning as soon as you slip your feet in.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",56,14.0,"Aisle 5, Shelf 15"
Ozelia Shoes,Shoes,"Remember the '90s? That era of flourishing technology and loud style? The inspiration for these adidas shoes starts there. Borrowing a progressive spirit from the past, they step boldly into the present with a sleek, fast look. But when you wear them, you actually look ready for the future. Thick Adiprene cushioning helps take you there in comfort.",90,10.0,"Aisle 8, Shelf 1"
HER Studio London Adilette Slides,Shoes,"The adidas Adilette Slides have always been about ease. Rushed for time? It takes seconds to slip them on. And style? Well, HER Studio London went ahead and took that even further with metallic pops clashing with checkered flashes.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",32,13.0,"Aisle 8, Shelf 2"
Adilette Slides,Shoes,"By the pool or on the street, slip into the legendary adidas slides that made sport sandals a style go-to. Soft color fades into a second color on the soft jelly bandage upper. The contoured footbed delivers the stability the Adilette is famous for.",32,13.0,"Aisle 8, Shelf 3"
Marimekko Adilette Slides,Shoes,"When it comes to female empowerment, Marimekko doesn't just champion it, the Finnish brand was founded on it. On these Adilette slides two of our signature styles come together in a splash of colors. The classic adidas silhouette gets completely refreshed with the expressive wave graphic Marimekko created back in 1965. Still going strong.",32,13.0,"Aisle 8, Shelf 4"
Badge of Sport Classic Tee (Plus size),Clothing,"Whether you're running to the gym or sprinting through your errands, you want to stay comfortable through it all. This adidas tee is made with moisture-absorbing AEROREADY to keep your back feeling dry. An elongated hem with side slits offers styling versatility.

By buying cotton products from us, you're supporting more sustainable cotton farming.",20,5.0,"Aisle 7, Shelf 9"
Fleece Sweatshirt,Clothing,"As temperatures start to drop, this sweatshirt keeps you warmed up in soft fleece. The relaxed shape comfortably layers over your workout clothes. Sweat-wicking fabric helps you stay comfortable wherever the day takes you.",18,12.0,"Aisle 7, Shelf 10"
Hyperglam Crop Crew Sweatshirt,Clothing,"The Hyperglam Crop Crew Sweatshirt is cozy proof that you can still rock the cropped silhouette trend even when the temperatures drop.​
​
The hem is the only thing falling short in your new favorite wardrobe essential. With comfort at the forefront, the flattering cropped length and relaxed fit make it a casual-cool choice post-Barre class or for when you're catching up with friends in the park.
​
Cut from an unbelievably soft cotton-blend fabric, the iconic 3-Stripes detailing and subtle branding further elevate this winter staple.
​
Wear yours with high-rise sweatpants for maximum style points, or layer over a leotard for additional coverage.",48,12.0,"Aisle 7, Shelf 11"
Swift X Shoes,Shoes,"If you're looking for versatility, look no further than these adidas Swift X Shoes. Because the streamlined, Colorful style means you can keep things subtle, or go big on the drama. Maybe a mix of both? The point is, it's your call, and these go with just about any outfit. In fact, we can't think of one it wouldn't go with. Who doesn't love a ball gown and sneakers? A statement is a statement no matter where you are.",60,25.0,"Aisle 8, Shelf 5"
adidas Sportswear Comfy & Chill Full Zip Hoodie,Clothing,"Make no mistake. Doing nothing is actually doing something. It's resetting. Unwinding. Rewarding all your hard work. So do nothing, or do something – and can we suggest doing it in this adidas hoodie? Because the ultra-soft French terry fabric provides one of the best rewards to it all: comfort. Settle in. It's easy to do with this sweatshirt.",56,14.0,"Aisle 7, Shelf 12"
adidas Sportswear Seasonals Stadium Shorts,Clothing,"Is there anything that says ease more than sweat shorts? What about comfort? The answer is no. Let us tell you why using these adidas shorts as an example. You've got ultra-cozy French terry material. An elastic, adjustable waist means personalized comfort. Plus they straight up just go practically anywhere. It's universally accepted. Pre-workout, post-session, that's about 23 hours a day you can be feeling good in these shorts.",32,8.0,"Aisle 7, Shelf 13"
adidas Sportswear Future Icons Camo Graphic Sweatshirt,Clothing,"Move from gym to work to home without skipping a beat in this adidas sweatshirt. Covered in a modern camouflage design, it brings stealth style to your everyday look. Soft cotton French terry keeps you comfortable every step of the way.

This product is made with Primegreen, a series of high-performance recycled materials.",48,12.0,"Aisle 7, Shelf 14"
Predators Long Sleeve Tee,Clothing,Go Predators! Represent Nashville in this adidas hockey t-shirt as your team protects the puck. Ultra-soft ringspun cotton gives it a smooth feel to match your enthusiasm.,24,6.0,"Aisle 7, Shelf 15"
adidas Equipment Tiro Track Pants,Clothing,"It's been three decades since adidas Equipment style made its indelible mark on soccer culture. To celebrate its larger-than-life look, these Tiro pants go all out with bold blocks of color down the sides and a two-tone adidas Badge of Sport on the hip. AEROREADY absorbs moisture, and a classic Tiro tapered fit keeps you streamlined in case you need to show off your fancy footwork.",40,10.0,"Aisle 9, Shelf 1"
Fold-Cuff Crew Socks 3 Pairs,Accessories,"Classic crew socks. Is there anything better? How about a touch of adidas attitude and the option to wear them two ways. Pull these socks up high to rep your brand pride, or fold down the cuff to flaunt a Trefoil on the other side. One up and one down? You've got options.

This product is made with recycled content as part of our ambition to end plastic waste.",10,4.0,"Aisle 3, Shelf 10"
